id;siteid;fixedweek;weekday;day;month;year;start;stop;observers;weather;windspeed_bfr;wind_ms;winddirection;cloudcover;cloudheight;precipitation;perc_duration;visibility;temperature;hpa;observersactive;observerspresent;counttype;remarks;created;createdby;changed;changedby;Epoch_start;Epoch_stop
10097;74;41;0;12;10;2003;2003-12-10 07:45:00;2003-12-10 12:45:00;onbekend;onbekend - {8:00: temp 9, precip 0, hpa 1026, cloudcover 1, bfr NA, winddir NA}-{9:00: temp 9, precip 0, hpa 1026, cloudcover 4, bfr NA, winddir NA}-{10:00: temp 10, precip 0, hpa 1027, cloudcover 8, bfr NA, winddir NA}-{11:00: temp 11, precip 0, hpa 1027, cloudcover 8, bfr NA, winddir NA}-{12:00: temp 12, precip 0, hpa 1026, cloudcover 8, bfr NA, winddir NA};;;;0;;0;;;9;1026;;;;;2004-05-08 23:20:00.000000;Gerard Troost;2004-05-08 23:20:00.000000;Gerard Troost;1071042300;1071060300
